race_id,selected_course,race_speed,num_racers,voted_course,num_votes,pct_votes,course_id,cup,nth_race,debut_console,selected
74,Mario Circuit,150,10,Mario Circuit,3,30.00%,5,Flower,1,Wii U,True
74,Mario Circuit,150,10,Rainbow Road,2,20.00%,5,Flower,1,Wii U,False
74,Mario Circuit,150,10,Tour Amsterdam Drift,1,10.00%,5,Flower,1,Wii U,False
74,Mario Circuit,150,10,Random,4,40.00%,5,Flower,1,Wii U,False
75,GCN Sherbet Land,150,11,Wii Coconut Mall,5,45.45%,34,Leaf,2,GCN,False
75,GCN Sherbet Land,150,11,GCN Sherbet Land,2,18.18%,34,Leaf,2,GCN,True
75,GCN Sherbet Land,150,11,Random,4,36.36%,34,Leaf,2,GCN,False
76,N64 Toad's Turnpike,150,12,GBA Sunset Wilds,2,16.67%,28,Shell,4,N64,False
76,N64 Toad's Turnpike,150,12,Tour Singapore Speedway,1,8.33%,28,Shell,4,N64,False
76,N64 Toad's Turnpike,150,12,N64 Toad's Turnpike,4,33.33%,28,Shell,4,N64,True
76,N64 Toad's Turnpike,150,12,Random,5,41.67%,28,Shell,4,N64,False
77,GBA Cheese Land,150,9,Wii Wario's Gold Mine,2,22.22%,22,Crossing,2,GBA,False
77,GBA Cheese Land,150,9,3DS Rock Rock Mountain,4,44.44%,22,Crossing,2,GBA,False
77,GBA Cheese Land,150,9,GBA Cheese Land,2,22.22%,22,Crossing,2,GBA,True
77,GBA Cheese Land,150,9,Random,1,11.11%,22,Crossing,2,GBA,False
78,Tour Athens Dash,150,11,Tour Paris Promenade,4,36.36%,81,Feather,1,Tour,False
78,Tour Athens Dash,150,11,DS Shroom Ridge,4,36.36%,81,Feather,1,Tour,False
78,Tour Athens Dash,150,11,Random,2,18.18%,81,Feather,1,Tour,False
78,Tour Athens Dash,150,11,Tour Athens Dash,1,9.09%,81,Feather,1,Tour,True
79,Tour Berlin Byways,150,8,Toad Harbor,3,37.50%,69,Moon,1,Tour,False
79,Tour Berlin Byways,150,8,Tour Berlin Byways,2,25.00%,69,Moon,1,Tour,True
79,Tour Berlin Byways,150,8,Merry Mountain,2,25.00%,69,Moon,1,Tour,False
79,Tour Berlin Byways,150,8,Random,1,12.50%,69,Moon,1,Tour,False
80,DS Cheep Cheep Beach,150,8,Wii Maple Treeway,3,37.50%,27,Shell,3,DS,False
80,DS Cheep Cheep Beach,150,8,DS Cheep Cheep Beach,4,50.00%,27,Shell,3,DS,True
80,DS Cheep Cheep Beach,150,8,Random,1,12.50%,27,Shell,3,DS,False
81,GBA Sunset Wilds,150,8,GBA Sunset Wilds,2,25.00%,86,Cherry,2,GBA,True
81,GBA Sunset Wilds,150,8,Toad Harbor,2,25.00%,86,Cherry,2,GBA,False
81,GBA Sunset Wilds,150,8,Random,1,12.50%,86,Cherry,2,GBA,False
81,GBA Sunset Wilds,150,8,GCN Baby Park,3,37.50%,86,Cherry,2,GBA,False
82,Tour Bangkok Rush,150,12,GCN DK Mountain,5,41.67%,77,Boomerang,1,Tour,False
82,Tour Bangkok Rush,150,12,Random,3,25.00%,77,Boomerang,1,Tour,False
82,Tour Bangkok Rush,150,12,Piranha Plant Cove,2,16.67%,77,Boomerang,1,Tour,False
82,Tour Bangkok Rush,150,12,Tour Bangkok Rush,2,16.67%,77,Boomerang,1,Tour,True
83,Squeaky Clean Sprint,150,12,Squeaky Clean Sprint,4,33.33%,84,Feather,4,Switch,True
83,Squeaky Clean Sprint,150,12,Wild Woods,2,16.67%,84,Feather,4,Switch,False
83,Squeaky Clean Sprint,150,12,Random,3,25.00%,84,Feather,4,Switch,False
83,Squeaky Clean Sprint,150,12,Piranha Plant Cove,3,25.00%,84,Feather,4,Switch,False
84,Tour London Loop,150,11,GCN Yoshi Circuit,3,27.27%,65,Rock,1,Tour,False
84,Tour London Loop,150,11,3DS Piranha Plant Slide,1,9.09%,65,Rock,1,Tour,False
84,Tour London Loop,150,11,Random,6,54.55%,65,Rock,1,Tour,False
84,Tour London Loop,150,11,Tour London Loop,1,9.09%,65,Rock,1,Tour,True
85,N64 Yoshi Valley,150,10,3DS Toad Circuit,5,50.00%,36,Leaf,4,N64,False
85,N64 Yoshi Valley,150,10,Piranha Plant Cove,2,20.00%,36,Leaf,4,N64,False
85,N64 Yoshi Valley,150,10,N64 Yoshi Valley,1,10.00%,36,Leaf,4,N64,True
85,N64 Yoshi Valley,150,10,Random,1,10.00%,36,Leaf,4,N64,False
85,N64 Yoshi Valley,150,10,Mount Wario,1,10.00%,36,Leaf,4,N64,False
86,GBA Snow Land,150,7,GBA Snow Land,4,57.14%,62,Propeller,2,GBA,True
86,GBA Snow Land,150,7,Tour Amsterdam Drift,1,14.29%,62,Propeller,2,GBA,False
86,GBA Snow Land,150,7,Big Blue,1,14.29%,62,Propeller,2,GBA,False
86,GBA Snow Land,150,7,Random,1,14.29%,62,Propeller,2,GBA,False
87,Tour Athens Dash,150,8,Wii Coconut Mall,4,50.00%,81,Feather,1,Tour,False
87,Tour Athens Dash,150,8,Tour Athens Dash,4,50.00%,81,Feather,1,Tour,True
88,GCN DK Mountain,150,9,GCN DK Mountain,4,44.44%,90,Acorn,2,GCN,True
88,GCN DK Mountain,150,9,Tour Paris Promenade,3,33.33%,90,Acorn,2,GCN,False
88,GCN DK Mountain,150,9,Merry Mountain,2,22.22%,90,Acorn,2,GCN,False
89,DS Peach Gardens,150,10,Wii Coconut Mall,5,50.00%,70,Moon,2,DS,False
89,DS Peach Gardens,150,10,Animal Crossing,1,10.00%,70,Moon,2,DS,False
89,DS Peach Gardens,150,10,DS Peach Gardens,3,30.00%,70,Moon,2,DS,True
89,DS Peach Gardens,150,10,Random,1,10.00%,70,Moon,2,DS,False
90,DS Tick-Tock Clock,150,11,Wii Moo Moo Meadows,5,45.45%,37,Lightning,1,DS,False
90,DS Tick-Tock Clock,150,11,Random,3,27.27%,37,Lightning,1,DS,False
90,DS Tick-Tock Clock,150,11,DS Tick-Tock Clock,3,27.27%,37,Lightning,1,DS,True
91,Mount Wario,150,10,Mount Wario,6,60.00%,12,Star,4,Wii U,True
91,Mount Wario,150,10,N64 Kalimari Desert,3,30.00%,12,Star,4,Wii U,False
91,Mount Wario,150,10,Random,1,10.00%,12,Star,4,Wii U,False
92,Squeaky Clean Sprint,150,12,Squeaky Clean Sprint,4,33.33%,84,Feather,4,Switch,True
92,Squeaky Clean Sprint,150,12,Sweet Sweet Canyon,2,16.67%,84,Feather,4,Switch,False
92,Squeaky Clean Sprint,150,12,Random,2,16.67%,84,Feather,4,Switch,False
92,Squeaky Clean Sprint,150,12,SNES Mario Circuit 3,4,33.33%,84,Feather,4,Switch,False
93,Wild Woods,150,12,Wild Woods,5,41.67%,23,Crossing,3,Wii U,True
93,Wild Woods,150,12,Excitebike Arena,5,41.67%,23,Crossing,3,Wii U,False
93,Wild Woods,150,12,Big Blue,2,16.67%,23,Crossing,3,Wii U,False
94,DS Shroom Ridge,150,10,DS Shroom Ridge,2,20.00%,54,Lucky Cat,2,DS,True
94,DS Shroom Ridge,150,10,Big Blue,4,40.00%,54,Lucky Cat,2,DS,False
94,DS Shroom Ridge,150,10,Tour Paris Promenade,4,40.00%,54,Lucky Cat,2,DS,False
95,GCN DK Mountain,150,10,GCN DK Mountain,6,60.00%,90,Acorn,2,GCN,True
95,GCN DK Mountain,150,10,Dolphin Shoals,2,20.00%,90,Acorn,2,GCN,False
95,GCN DK Mountain,150,10,Random,2,20.00%,90,Acorn,2,GCN,False
96,GBA Riverside Park,150,12,Dragon Driftway,4,33.33%,74,Fruit,2,GBA,False
96,GBA Riverside Park,150,12,GBA Riverside Park,6,50.00%,74,Fruit,2,GBA,True
96,GBA Riverside Park,150,12,Sweet Sweet Canyon,2,16.67%,74,Fruit,2,GBA,False
97,Twisted Mansion,150,12,Mute City,7,58.33%,7,Flower,3,Wii U,False
97,Twisted Mansion,150,12,Mario Kart Stadium,2,16.67%,7,Flower,3,Wii U,False
97,Twisted Mansion,150,12,Twisted Mansion,1,8.33%,7,Flower,3,Wii U,True
97,Twisted Mansion,150,12,Random,2,16.67%,7,Flower,3,Wii U,False
98,Tour London Loop,150,12,Random,4,33.33%,65,Rock,1,Tour,False
98,Tour London Loop,150,12,Tour London Loop,4,33.33%,65,Rock,1,Tour,True
98,Tour London Loop,150,12,Rainbow Road,1,8.33%,65,Rock,1,Tour,False
98,Tour London Loop,150,12,GBA Cheese Land,3,25.00%,65,Rock,1,Tour,False
99,SNES Bowser Castle 3,150,12,Random,2,16.67%,95,Spiny,3,SNES,False
99,SNES Bowser Castle 3,150,12,Tour Madrid Drive,4,33.33%,95,Spiny,3,SNES,False
99,SNES Bowser Castle 3,150,12,SNES Bowser Castle 3,1,8.33%,95,Spiny,3,SNES,True
99,SNES Bowser Castle 3,150,12,DS Tick-Tock Clock,3,25.00%,95,Spiny,3,SNES,False
99,SNES Bowser Castle 3,150,12,Merry Mountain,2,16.67%,95,Spiny,3,SNES,False
100,GBA Snow Land,150,11,Wii Coconut Mall,5,45.45%,62,Propeller,2,GBA,False
100,GBA Snow Land,150,11,GBA Snow Land,1,9.09%,62,Propeller,2,GBA,True
100,GBA Snow Land,150,11,Merry Mountain,4,36.36%,62,Propeller,2,GBA,False
100,GBA Snow Land,150,11,Random,1,9.09%,62,Propeller,2,GBA,False
101,DS Shroom Ridge,150,12,DS Shroom Ridge,3,25.00%,54,Lucky Cat,2,DS,True
101,DS Shroom Ridge,150,12,GCN Waluigi Stadium,5,41.67%,54,Lucky Cat,2,DS,False
101,DS Shroom Ridge,150,12,Random,3,25.00%,54,Lucky Cat,2,DS,False
101,DS Shroom Ridge,150,12,GBA Riverside Park,1,8.33%,54,Lucky Cat,2,DS,False
103,SNES Mario Circuit 3,200,12,3DS Neo Bowser City,5,41.67%,58,Turnip,2,SNES,False
103,SNES Mario Circuit 3,200,12,Random,3,25.00%,58,Turnip,2,SNES,False
103,SNES Mario Circuit 3,200,12,N64 Yoshi Valley,3,25.00%,58,Turnip,2,SNES,False
103,SNES Mario Circuit 3,200,12,SNES Mario Circuit 3,1,8.33%,58,Turnip,2,SNES,True
104,Twisted Mansion,150,12,Random,5,41.67%,7,Flower,3,Wii U,False
104,Twisted Mansion,150,12,Twisted Mansion,6,50.00%,7,Flower,3,Wii U,True
104,Twisted Mansion,150,12,Tour Athens Dash,1,8.33%,7,Flower,3,Wii U,False
105,Tour Bangkok Rush,150,12,GBA Sunset Wilds,4,33.33%,77,Boomerang,1,Tour,False
105,Tour Bangkok Rush,150,12,Random,3,25.00%,77,Boomerang,1,Tour,False
105,Tour Bangkok Rush,150,12,Wii Maple Treeway,4,33.33%,77,Boomerang,1,Tour,False
105,Tour Bangkok Rush,150,12,Tour Bangkok Rush,1,8.33%,77,Boomerang,1,Tour,True
